Name,Rarity,Type,Description,Card Id,Pack Name,Set Number,PacksAwarded
Musketeer tabard,Common,Item,,2274,,,0
Myre snelm,Common,Item,,2275,,,0
Mystic air staff,Uncommon,Item,,2276,,,0
Mystic boots,Rare,Item,,2277,,,0
Mystic boots (dark),Rare,Item,,2278,,,0
Mystic boots (dusk),Rare,Item,,2279,,,0
Mystic boots (light),Rare,Item,,2280,,,0
Mystic dust staff,Rare,Item,,2281,,,0
Mystic earth staff,Uncommon,Item,,2282,,,0
Mystic fire staff,Uncommon,Item,,2283,Mages of the Shore,,0
Mystic gloves,Rare,Item,,2284,,,0
Mystic gloves (dark),Rare,Item,,2285,,,0
Mystic gloves (dusk),Rare,Item,,2286,,,0
Mystic gloves (light),Rare,Item,,2287,,,0
Mystic hat,Rare,Item,,2288,,,0
Mystic hat (dark),Rare,Item,,2289,,,0
Mystic hat (dusk),Rare,Item,,2290,,,0
Mystic hat (light),Rare,Item,,2291,,,0
Mystic lava staff,Rare,Item,,2292,,,0
Mystic mist staff,Rare,Item,,2293,,,0
Mystic mud staff,Rare,Item,,2294,,,0
Mystic robe bottom,Rare,Item,,2295,,,0
Mystic robe bottom (dark),Rare,Item,,2296,,,0
Mystic robe bottom (dusk),Rare,Item,,2297,,,0
Mystic robe bottom (light),Rare,Item,,2298,,,0
Mystic robe top,Rare,Item,,2299,,,0
Mystic robe top (dark),Rare,Item,,2300,,,0
Mystic robe top (dusk),Rare,Item,,2301,,,0
Mystic robe top (light),Rare,Item,,2302,,,0
Mystic smoke staff,Rare,Item,,2303,,,0
Mystic steam staff,Rare,Item,,2304,,,0
Mystic water staff,Uncommon,Item,,2305,,,0
Nail beast nails,Common,Item,,2306,,,0
Nardah teleport,Uncommon,Item,,2307,,,0
Narwhal horn,Rare,Item,,2308,,,0
Nasturtium seed,Uncommon,Item,,2309,,,0
Nasturtiums,Common,Item,,2310,,,0
Nature impling jar,Rare,Item,,2311,,,0
Nature offerings,Uncommon,Item,,2312,,,0
Nature rune,Uncommon,Item,,2313,Mages of the Shore,,0
Nature talisman,Uncommon,Item,,2314,,,0
Nature tiara,Uncommon,Item,,2315,,,0
Navy cavalier,Common,Item,,2316,,,0
Necklace mould,Common,Item,,2317,Emir’s Dominion,,0
Necklace of anguish,Legendary,Item,,2318,,,0
Necklace of faith,Uncommon,Item,,2319,,,0
Necklace of passage,Common,Item,,2320,,,0
Needle,Common,Item,,2321,Emir’s Dominion,,0
Neitiznot shield,Uncommon,Item,,2322,,,0
Newcomer map,Common,Item,,2323,Humble Beginnings,,0
Newspaper,Common,Item,,2324,,,0
Nice hedge (bagged),Common,Item,,2325,,,0
Nickel ore,Rare,Item,,2326,,,0
Nightmare staff,Legendary,Item,,2327,,,0
Nihil dust,Common,Item,,2328,,,0
Nihil horn,Mythic,Item,,2329,,,0
Nihil shard,Uncommon,Item,,2330,,,0
Ninja impling jar,Mythic,Item,,2331,,,0
Noose wand,Common,Item,,2332,,,0
Nose peg,Common,Item,,2333,Creatures of the Night,,0
Noxious halberd,Legendary,Item,,2334,,,0
Numulite,Common,Item,,2335,,,0
Nunchaku,Common,Item,,2336,,,0
Oak armchair (flatpack),Common,Item,,2337,,,0
Oak armour case (flatpack),Common,Item,,2338,,,0
Oak bed (flatpack),Common,Item,,2339,,,0
Oak bench (flatpack),Common,Item,,2340,,,0
Oak bird house,Common,Item,,2341,,,0
Oak blackjack(d),Common,Item,,2342,,,0
Oak blackjack(o),Common,Item,,2343,,,0
Oak bookcase (flatpack),Common,Item,,2344,,,0
Oak cape rack (flatpack),Common,Item,,2345,,,0
Oak chair (flatpack),Common,Item,,2346,,,0
Oak clock (flatpack),Common,Item,,2347,,,0
Oak dining table (flatpack),Common,Item,,2348,,,0
Oak drawers (flatpack),Common,Item,,2349,,,0
Oak dresser (flatpack),Common,Item,,2350,,,0
Oak fancy dress box (flatpack),Common,Item,,2351,,,0
Oak hull parts,Common,Item,,2352,,,0
Oak kitchen table (flatpack),Common,Item,,2353,,,0
Oak leaves,Common,Item,,2354,,,0
Oak lectern (flatpack),Common,Item,,2355,,,0
Oak logs,Common,Item,,2356,Humble Beginnings,,0
Oak longbow,Common,Item,,2357,Humble Beginnings,,0
Oak longbow (u),Common,Item,,2358,Humble Beginnings,,0
Oak magic wardrobe (flatpack),Common,Item,,2359,,,0
Oak plank,Common,Item,,2360,Jewel of Misthalin,,0
Oak pyre logs,Common,Item,,2361,,,0
Oak repair kit,Common,Item,,2362,,,0
Oak roots,Common,Item,,2363,,,0
Oak sapling,Common,Item,,2364,,,0
Oak shaving stand (flatpack),Common,Item,,2365,,,0
Oak shield,Common,Item,,2366,,,0
Oak shortbow,Common,Item,,2367,Humble Beginnings,,0
Oak shortbow (u),Common,Item,,2368,Humble Beginnings,,0
Oak stock,Common,Item,,2369,Jewel of Misthalin,,0
Oak telescope (flatpack),Common,Item,,2370,,,0
Oak toy box (flatpack),Common,Item,,2371,,,0
Oak treasure chest (flatpack),Common,Item,,2372,,,0
Oak wardrobe (flatpack),Common,Item,,2373,,,0
Oathplate chest,Legendary,Item,,2374,,,0
Oathplate helm,Legendary,Item,,2375,,,0
Oathplate legs,Legendary,Item,,2376,,,0
Oathplate shards,Rare,Item,,2377,,,0
Obsidian cape,Rare,Item,,2378,,,0
Obsidian cape (r),Rare,Item,,2379,,,0
Obsidian helmet,Mythic,Item,,2380,,,0
Obsidian platebody,Mythic,Item,,2381,,,0
Obsidian platelegs,Mythic,Item,,2382,,,0
Occult necklace,Mythic,Item,,2383,,,0
Occult ornament kit,Common,Item,,2384,,,0
Ochre snelm,Common,Item,,2385,,,0
Odium shard 1,Uncommon,Item,,2386,,,0
Odium shard 2,Uncommon,Item,,2387,,,0
Odium shard 3,Uncommon,Item,,2388,,,0
Odium ward,Mythic,Item,,2389,,,0
Ogre arrow,Common,Item,,2390,,,0
Ogre arrow shaft,Common,Item,,2391,,,0
Ogre coffin key,Common,Item,,2392,,,0
Oil lamp,Common,Item,,2393,,,0
Oil lantern,Common,Item,,2394,,,0
Oil lantern frame,Common,Item,,2395,The Concealed King,,0
Old demon mask,Common,Item,,2396,,,0
Old wool,Common,Item,,2397,,,0
Onion,Common,Item,,2398,Humble Beginnings,,0
Onion & tomato,Common,Item,,2399,Humble Beginnings,,0
Onion seed,Common,Item,,2400,Humble Beginnings,,0
Onions,Common,Item,,2401,,,0
Onyx,Mythic,Item,,2402,,,0
Onyx amulet,Mythic,Item,,2403,,,0
Onyx amulet (u),Mythic,Item,,2404,,,0
Onyx bolt tips,Mythic,Item,,2405,,,0
Onyx bolts,Mythic,Item,,2406,,,0
Onyx bolts (e),Mythic,Item,,2407,,,0
Onyx bracelet,Mythic,Item,,2408,,,0
Onyx dragon bolts,Mythic,Item,,2409,,,0
Onyx dragon bolts (e),Mythic,Item,,2410,,,0
Onyx necklace,Mythic,Item,,2411,,,0
Onyx ring,Mythic,Item,,2412,,,0
Opal,Common,Item,,2413,,,0
Opal amulet,Common,Item,,2414,,,0
Opal amulet (u),Common,Item,,2415,,,0
Opal bolt tips,Common,Item,,2416,,,0
Opal bolts,Common,Item,,2417,,,0
Opal bolts (e),Common,Item,,2418,,,0
Opal bracelet,Common,Item,,2419,,,0
Opal dragon bolts,Mythic,Item,,2420,,,0
Opal dragon bolts (e),Mythic,Item,,2421,,,0
Opal machete,Common,Item,,2422,,,0
Opal necklace,Common,Item,,2423,,,0
Opal ring,Common,Item,,2424,,,0
Opulent table (flatpack),Rare,Item,,2425,,,0
Orange,Common,Item,,2426,Ports and POHs,,0
Orange boater,Common,Item,,2427,,,0
Orange cape,Common,Item,,2428,,,0
Orange chunks,Common,Item,,2429,,,0
Orange dye,Common,Item,,2430,Mages of the Shore,,0
Orange feather,Common,Item,,2431,,,0
Orange flowers,Common,Item,,2432,,,0
Orange salamander,Rare,Item,,2433,,,0
Orange sapling,Common,Item,,2434,,,0
Orange slices,Common,Item,,2435,,,0
Orange tree seed,Common,Item,,2436,,,0
Oranges,Common,Item,,2437,,,0
Ornate maul handle,Rare,Item,,2438,,,0
Osmumten's fang,Legendary,Item,,2439,,,0
Ourania teleport (tablet),Rare,Item,,2440,,,0
Ourg bones,Legendary,Item,,2441,,,0
Oyster,Common,Item,,2442,,,0
Oyster pearl,Common,Item,,2443,,,0
Oyster pearls,Common,Item,,2444,Ports and POHs,,0
Paddewwa teleport (tablet),Common,Item,,2445,,,0
Palm sapling,Mythic,Item,,2446,,,0
Palm tree seed,Rare,Item,,2447,,,0
Pantaloons,Common,Item,,2448,,,0
Papaya fruit,Common,Item,,2449,,,0
Papaya sapling,Rare,Item,,2450,,,0
Papaya tree seed,Uncommon,Item,,2451,,,0
Papyrus,Common,Item,,2452,,,0
Partyhat & specs,Common,Item,,2453,,,0
Pastry dough,Common,Item,,2454,,,0
Pat of butter,Common,Item,,2455,,,0
Peaceful blessing,Uncommon,Item,,2456,,,0
Peaceful handegg,Common,Item,,2457,,,0
Pearl bolt tips,Common,Item,,2458,,,0
Pearl bolts,Common,Item,,2459,,,0
Pearl bolts (e),Common,Item,,2460,,,0
Pearl dragon bolts,Mythic,Item,,2461,,,0
Pearl dragon bolts (e),Mythic,Item,,2462,,,0
Pegasian boots,Legendary,Item,,2463,,,0
Pegasian crystal,Rare,Item,,2464,,,0
Penguin mask,Common,Item,,2465,,,0
Perfected quetzal whistle blueprint,Uncommon,Item,,2466,,,0
Pest control teleport,Uncommon,Item,,2467,,,0
Pestle and mortar,Common,Item,,2468,Ritual of Balance,,0
Pharaoh's sceptre,Rare,Item,,2469,,,0
Phoenix necklace,Rare,Item,,2470,,,0
Pie dish,Common,Item,,2471,,,0
Pie recipe book,Common,Item,,2472,,,0
Pie shell,Common,Item,,2473,,,0
Pike,Uncommon,Item,,2474,,,0
Pile of salt,Common,Item,,2475,,,0
Pillar coral,Uncommon,Item,,2476,,,0
Pillar frag,Rare,Item,,2477,,,0
Pillar potion (unf),Common,Item,,2478,,,0
Pineapple,Common,Item,,2479,Ports and POHs,,0
Pineapple chunks,Common,Item,,2480,,,0
Pineapple pizza,Rare,Item,,2481,,,0
Pineapple punch,Common,Item,,2482,,,0
Pineapple ring,Common,Item,,2483,,,0
Pineapple sapling,Rare,Item,,2484,,,0
Pineapple seed,Common,Item,,2485,,,0
Pink boater,Common,Item,,2486,,,0
Pink boots,Common,Item,,2487,,,0
Pink cape,Common,Item,,2488,,,0
Pink elegant blouse,Common,Item,,2489,,,0
Pink elegant legs,Common,Item,,2490,,,0
Pink elegant shirt,Common,Item,,2491,,,0
Pink elegant skirt,Common,Item,,2492,,,0
Pink hat,Common,Item,,2493,,,0
Pink headband,Common,Item,,2494,,,0
Pink robe bottoms,Common,Item,,2495,,,0
Pink robe top,Common,Item,,2496,,,0
Pink skirt,Common,Item,,2497,,,0
Pirate bandana (blue),Common,Item,,2498,,,0
Pirate bandana (brown),Common,Item,,2499,,,0
Pirate bandana (red),Common,Item,,2500,,,0
Pirate bandana (white),Common,Item,,2501,,,0
Pirate boots,Common,Item,,2502,,,0
Pirate hat & patch,Common,Item,,2503,,,0
Pirate leggings (beige),Common,Item,,2504,,,0
Pirate leggings (blue),Common,Item,,2505,,,0
Pirate leggings (brown),Common,Item,,2506,,,0
Pirate leggings (red),Common,Item,,2507,,,0
Pirate's hat,Common,Item,,2508,,,0
Pirate's hook,Common,Item,,2509,,,0
Piscarilius banner,Common,Item,,2510,,,0
Piscarilius hood,Common,Item,,2511,,,0
Piscarilius scarf,Common,Item,,2512,,,0
Piscatoris teleport,Uncommon,Item,,2513,,,0
Pith helmet,Common,Item,,2514,,,0
Pitta bread,Common,Item,,2515,,,0
Pitta dough,Common,Item,,2516,,,0
Pizza base,Common,Item,,2517,,,0
Plain pizza,Uncommon,Item,,2518,,,0
Plain satchel,Common,Item,,2519,,,0
Plank,Common,Item,,2520,Jewel of Misthalin,,0
Plant cure,Common,Item,,2521,,,0
Plant pot pack,Common,Item,,2522,,,0
Pointed blood'n'tar snelm,Common,Item,,2523,,,0
Pointed bruise blue snelm,Common,Item,,2524,,,0
Pointed myre snelm,Common,Item,,2525,,,0
Pointed ochre snelm,Common,Item,,2526,,,0
Poison (item),Common,Item,,2527,,,0
Poison chalice,Common,Item,,2528,,,0
Poison ivy berries,Uncommon,Item,,2529,,,0
Poison ivy seed,Rare,Item,,2530,Jewel of Misthalin,,0
Polar camo legs,Uncommon,Item,,2531,,,0
Polar camo top,Uncommon,Item,,2532,,,0
Polar kebbit fur,Common,Item,,2533,,,0
Polished buttons,Common,Item,,2534,,,0
Pot,Common,Item,,2535,Humble Beginnings,,0
Pot lid,Common,Item,,2536,,,0
Pot of cornflour,Common,Item,,2537,,,0
Pot of cream,Common,Item,,2538,,,0
Pot of flour,Common,Item,,2539,Humble Beginnings,,0
Pot of tea (clay),Common,Item,,2540,,,0
Pot of tea (porcelain),Common,Item,,2541,,,0
Potato,Common,Item,,2542,Humble Beginnings,,0
Potato cactus,Uncommon,Item,,2543,,,0
Potato cactus seed,Uncommon,Item,,2544,,,0
Potato seed,Common,Item,,2545,Humble Beginnings,,0
Potato with butter,Uncommon,Item,,2546,,,0
Potato with cheese,Rare,Item,,2547,,,0
Potatoes,Common,Item,,2548,,,0
Prayer mix,Uncommon,Item,,2549,,,0
Prayer potion,Rare,Item,,2550,Jewel of Misthalin,,0
Prayer regeneration potion,Rare,Item,,2551,,,0
Pre-nature amulet,Common,Item,,2552,,,0
Premade blurb' sp.,Common,Item,,2553,,,0
Premade c+t batta,Common,Item,,2554,,,0
Premade ch' crunch,Common,Item,,2555,,,0
Premade choc bomb,Common,Item,,2556,,,0
Premade choc s'dy,Common,Item,,2557,,,0
Premade dr' dragon,Common,Item,,2558,,,0
Premade fr' blast,Common,Item,,2559,,,0
Premade fr't batta,Common,Item,,2560,,,0
Premade p' punch,Common,Item,,2561,,,0
Premade s'y crunch,Common,Item,,2562,,,0
Premade sgg,Common,Item,,2563,,,0
Premade t'd batta,Common,Item,,2564,,,0
Premade t'd crunch,Common,Item,,2565,,,0
Premade ttl,Common,Item,,2566,,,0
Premade veg ball,Common,Item,,2567,,,0
Premade veg batta,Common,Item,,2568,,,0
Premade w'm batta,Common,Item,,2569,,,0
Premade w'm crun',Common,Item,,2570,,,0
Premade wiz blz'd,Common,Item,,2571,,,0
Premade worm hole,Common,Item,,2572,,,0
Priest gown (bottom),Common,Item,,2573,,,0
Priest gown (top),Common,Item,,2574,,,0
Prifddinas' history,Common,Item,,2575,,,0
Primordial boots,Legendary,Item,,2576,,,0
Primordial crystal,Rare,Item,,2577,,,0
Proboscis,Common,Item,,2578,,,0
Proselyte cuisse,Rare,Item,,2579,,,0
Proselyte hauberk,Rare,Item,,2580,,,0
Proselyte sallet,Rare,Item,,2581,,,0
Proselyte tasset,Rare,Item,,2582,,,0
Pugel,Common,Item,,2583,,,0
Pumpkin,Common,Item,,2584,,,0
Pure essence,Common,Item,,2585,Mages of the Shore,,0
Purple boater,Common,Item,,2586,,,0
Purple boots,Common,Item,,2587,,,0
Purple cape,Common,Item,,2588,,,0
Purple dye,Common,Item,,2589,Mages of the Shore,,0
Purple elegant blouse,Common,Item,,2590,,,0
Purple elegant legs,Common,Item,,2591,,,0
Purple elegant shirt,Common,Item,,2592,,,0
Purple elegant skirt,Common,Item,,2593,,,0
Purple firelighter,Common,Item,,2594,,,0
Purple flowers,Common,Item,,2595,,,0
Purple gloves,Common,Item,,2596,,,0
Purple hat,Common,Item,,2597,,,0
Purple partyhat,Common,Item,,2598,,,0
Purple robe bottoms,Common,Item,,2599,,,0
Purple robe top,Common,Item,,2600,,,0
Purple sweets,Uncommon,Item,,2601,,,0
Pyre logs,Common,Item,,2602,,,0
Pyrophosphite,Common,Item,,2603,,,0
Quetzal feed,Uncommon,Item,,2604,,,0
Rabbit foot,Common,Item,,2605,,,0
Rabbit snare,Common,Item,,2606,,,0
Radiant pearl,Rare,Item,,2607,,,0
Rain bow,Common,Item,,2608,,,0
Rainbow crab,Uncommon,Item,,2609,,,0
Rainbow crab meat,Rare,Item,,2610,,,0
Rainbow crab paste,Rare,Item,,2611,,,0
Rainbow fish,Uncommon,Item,,2612,,,0
Rake,Common,Item,,2613,Humble Beginnings,,0
Ranarr potion (unf),Uncommon,Item,,2614,,,0
Ranarr seed,Mythic,Item,,2615,Knights of Saradomin,,0
Ranarr weed,Rare,Item,,2616,Mages of the Shore,,0
Ranger boots,Rare,Item,,2617,,,0
Ranger gloves,Rare,Item,,2618,,,0
Rangers' tights,Rare,Item,,2619,,,0
Rangers' tunic,Rare,Item,,2620,,,0
Ranging mix,Common,Item,,2621,,,0
Ranging potion,Common,Item,,2622,,,0
Raurg bones,Rare,Item,,2623,,,0
Raw admiral pie,Uncommon,Item,,2624,,,0
Raw anchovies,Common,Item,,2625,,,0
Raw anglerfish,Rare,Item,,2626,,,0
Raw barb-tailed kebbit,Common,Item,,2627,,,0
Raw bass,Common,Item,,2628,,,0
Raw bear meat,Common,Item,,2629,Jewel of Misthalin,,0
Raw beast meat,Common,Item,,2630,,,0
Raw beef,Common,Item,,2631,Humble Beginnings,,0
Raw beef (undead),Common,Item,,2632,,,0
Raw bird meat,Common,Item,,2633,,,0
Raw blue crab meat,Common,Item,,2634,,,0
Raw bluefin,Rare,Item,,2635,,,0
Raw boar meat,Common,Item,,2636,,,0
Raw cave eel,Common,Item,,2637,,,0
Raw chicken,Common,Item,,2638,Humble Beginnings,,0
Raw chicken (undead),Common,Item,,2639,,,0
Raw chompy,Common,Item,,2640,,,0
Raw cod,Common,Item,,2641,,,0
Raw crunchies,Common,Item,,2642,,,0
Raw dark crab,Rare,Item,,2643,,,0
Raw dashing kebbit,Common,Item,,2644,,,0
Raw fish pie,Common,Item,,2645,,,0
Raw garden pie,Common,Item,,2646,,,0
Raw giant krill,Common,Item,,2647,,,0
Raw graahk,Common,Item,,2648,,,0
Raw haddock,Common,Item,,2649,,,0
Raw halibut,Common,Item,,2650,,,0
Raw herring,Common,Item,,2651,,,0
Raw jubbly,Common,Item,,2652,,,0
Raw jumbo squid,Common,Item,,2653,,,0
Raw karambwan,Common,Item,,2654,,,0
Raw kyatt,Common,Item,,2655,,,0
Raw larupia,Common,Item,,2656,,,0
Raw lobster,Common,Item,,2657,,,0
Raw mackerel,Common,Item,,2658,,,0
Raw manta ray,Rare,Item,,2659,,,0
Raw marlin,Rare,Item,,2660,,,0
Raw monkfish,Rare,Item,,2661,,,0
Raw moonlight antelope,Common,Item,,2662,,,0
Raw mud pie,Common,Item,,2663,,,0
Raw mystery meat,Common,Item,,2664,,,0
Raw oomlie,Common,Item,,2665,,,0
Raw pike,Common,Item,,2666,,,0
Raw pyre fox,Common,Item,,2667,,,0
Raw rabbit,Common,Item,,2668,,,0
Raw rainbow crab meat,Common,Item,,2669,,,0
Raw rainbow fish,Common,Item,,2670,,,0
Raw rat meat,Common,Item,,2671,,,0
Raw red crab meat,Common,Item,,2672,,,0
Raw salmon,Common,Item,,2673,,,0
Raw sardine,Common,Item,,2674,,,0
Raw sea turtle,Rare,Item,,2675,,,0
Raw seal meat,Common,Item,,2676,,,0
Raw shark,Common,Item,,2677,,,0
Raw shrimps,Common,Item,,2678,Humble Beginnings,,0
Raw slimy eel,Common,Item,,2679,,,0
Raw summer pie,Common,Item,,2680,,,0
Raw sunlight antelope,Common,Item,,2681,,,0
Raw swamp paste,Common,Item,,2682,,,0
Raw swordfish,Common,Item,,2683,,,0
Raw swordtip squid,Common,Item,,2684,,,0
Raw tailfin,Common,Item,,2685,,,0
Raw talbora,Common,Item,,2686,,,0
Raw trout,Common,Item,,2687,,,0
Raw tuna,Common,Item,,2688,,,0
Raw ugthanki meat,Common,Item,,2689,,,0
Raw wild kebbit,Common,Item,,2690,,,0
Raw wild pie,Common,Item,,2691,,,0
Raw yak meat,Common,Item,,2692,,,0
Raw yellowfin,Common,Item,,2693,,,0
Ray barbs,Rare,Item,,2694,,,0
Red bead,Common,Item,,2695,Mages of the Shore,,0
Red beret,Common,Item,,2696,,,0
Red boater,Common,Item,,2697,,,0
Red boots,Common,Item,,2698,,,0
Red cape,Common,Item,,2699,Fallen Empires,,0
Red cavalier,Common,Item,,2700,,,0
Red chinchompa,Rare,Item,,2701,,,0
Red crab,Common,Item,,2702,,,0
Red crab meat,Common,Item,,2703,,,0
Red d'hide body,Mythic,Item,,2704,,,0
Red d'hide body (g),Mythic,Item,,2705,,,0
Red d'hide body (t),Mythic,Item,,2706,,,0
Red d'hide chaps,Mythic,Item,,2707,,,0
Red d'hide chaps (g),Mythic,Item,,2708,,,0
Red d'hide chaps (t),Mythic,Item,,2709,,,0
Red d'hide shield,Mythic,Item,,2710,,,0
Red d'hide vambraces,Mythic,Item,,2711,,,0
Red dragon leather,Mythic,Item,,2712,,,0
Red dragon mask,Common,Item,,2713,,,0
Red dragonhide,Uncommon,Item,,2714,,,0
Red dye,Common,Item,,2715,Mages of the Shore,,0
Red elegant blouse,Common,Item,,2716,,,0
Red elegant legs,Common,Item,,2717,,,0
Red elegant shirt,Common,Item,,2718,,,0
Red elegant skirt,Common,Item,,2719,,,0
Red feather,Common,Item,,2720,,,0
Red firelighter,Common,Item,,2721,,,0
Red flowers,Common,Item,,2722,,,0
Red gloves,Common,Item,,2723,,,0
Red halloween mask,Common,Item,,2724,,,0
Red hat,Common,Item,,2725,,,0
Red headband,Common,Item,,2726,,,0
Red partyhat,Common,Item,,2727,,,0
Red robe bottoms,Common,Item,,2728,,,0
Red robe top,Common,Item,,2729,,,0
Red salamander,Common,Item,,2730,,,0
Red satchel,Common,Item,,2731,,,0
Red spiders' eggs,Uncommon,Item,,2732,Jewel of Misthalin,,0
Red spiky vambraces,Mythic,Item,,2733,,,0
Red topaz,Common,Item,,2734,,,0
Red topaz machete,Common,Item,,2735,,,0
Redberries,Common,Item,,2736,,,0
Redberry pie,Common,Item,,2737,,,0
Redberry seed,Common,Item,,2738,,,0
Redwood bird house,Legendary,Item,,2739,,,0
Redwood hiking staff,Legendary,Item,,2740,,,0
Redwood logs,Legendary,Item,,2741,,,0
Redwood pyre logs,Rare,Item,,2742,,,0
Redwood sapling,Legendary,Item,,2743,,,0
Redwood shield,Rare,Item,,2744,,,0
Redwood tree seed,Mythic,Item,,2745,,,0
Regen bracelet,Mythic,Item,,2746,,,0
Relicym's balm,Uncommon,Item,,2747,,,0
Relicym's mix,Common,Item,,2748,,,0
Repair kit,Common,Item,,2749,,,0
Restore mix,Common,Item,,2750,,,0
Restore potion,Uncommon,Item,,2751,,,0
Revenant cave teleport,Rare,Item,,2752,,,0
Revenant ether,Uncommon,Item,,2753,,,0
Ribcage piece,Uncommon,Item,,2754,,,0
Right eye patch,Common,Item,,2755,,,0
Ring mould,Common,Item,,2756,Emir’s Dominion,,0
Ring of 3rd age,Common,Item,,2757,,,0
Ring of coins,Common,Item,,2758,,,0
Ring of dueling,Uncommon,Item,,2759,,,0
Ring of endurance,Mythic,Item,,2760,,,0
Ring of forging,Common,Item,,2761,,,0
Ring of life,Uncommon,Item,,2762,,,0
Ring of nature,Common,Item,,2763,,,0
Ring of pursuit,Uncommon,Item,,2764,,,0
Ring of recoil,Uncommon,Item,,2765,,,0
Ring of returning,Common,Item,,2766,,,0
Ring of stone,Common,Item,,2767,,,0
Ring of suffering,Legendary,Item,,2768,,,0
Ring of the elements,Rare,Item,,2769,,,0
Ring of the gods,Legendary,Item,,2770,,,0
Ring of wealth,Uncommon,Item,,2771,,,0
Ring of wealth scroll,Uncommon,Item,,2772,,,0
Ritual mulch,Uncommon,Item,,2773,,,0
Roast beast meat,Uncommon,Item,,2774,,,0
Roast bird meat,Common,Item,,2775,,,0
Roast rabbit,Common,Item,,2776,,,0
Robe bottom of darkness,Rare,Item,,2777,,,0
Robe top of darkness,Rare,Item,,2778,,,0
Robin hood hat,Rare,Item,,2779,,,0
Rock (limestone),Common,Item,,2780,,,0
Rock hammer,Common,Item,,2781,Creatures of the Night,,0
Rock thrownhammer,Uncommon,Item,,2782,Creatures of the Night,,0
Rock-shell boots,Uncommon,Item,,2783,,,0
Rock-shell chunk,Common,Item,,2784,,,0
Rock-shell gloves,Uncommon,Item,,2785,,,0
Rock-shell helm,Rare,Item,,2786,,,0
Rock-shell legs,Rare,Item,,2787,,,0
Rock-shell plate,Rare,Item,,2788,,,0
Rock-shell shard,Common,Item,,2789,,,0
Rock-shell splinter,Common,Item,,2790,,,0
Rocking chair (flatpack),Common,Item,,2791,,,0
Roe,Common,Item,,2792,,,0
Rolling pin,Uncommon,Item,,2793,,,0
Rope,Common,Item,,2794,Humble Beginnings,,0
Rosemary,Common,Item,,2795,,,0
Rosemary seed,Common,Item,,2796,Mages of the Shore,,0
Rosewood blowpipe,Mythic,Item,,2797,,,0
Rosewood hull parts,Mythic,Item,,2798,,,0
Rosewood logs,Legendary,Item,,2799,,,0
Rosewood plank,Mythic,Item,,2800,,,0
Rosewood pyre logs,Rare,Item,,2801,,,0
Rosewood repair kit,Rare,Item,,2802,,,0
Rosewood sapling,Legendary,Item,,2803,,,0
Rosewood seed,Rare,Item,,2804,,,0
Rotten food,Common,Item,,2805,,,0
Rotten tomato,Common,Item,,2806,,,0
Royal crown,Common,Item,,2807,,,0
Royal gown bottom,Common,Item,,2808,,,0
Royal gown top,Common,Item,,2809,,,0
Royal sceptre,Common,Item,,2810,,,0
Ruby,Uncommon,Item,,2811,Emir’s Dominion,,0
Ruby amulet,Uncommon,Item,,2812,Emir’s Dominion,,0
Ruby amulet (u),Uncommon,Item,,2813,Emir’s Dominion,,0
Ruby bolt tips,Uncommon,Item,,2814,Emir’s Dominion,,0
Ruby bolts,Rare,Item,,2815,,,0
Ruby bolts (e),Rare,Item,,2816,,,0
Ruby bracelet,Uncommon,Item,,2817,Emir’s Dominion,,0
Ruby dragon bolts,Mythic,Item,,2818,,,0
Ruby dragon bolts (e),Mythic,Item,,2819,,,0
Ruby harvest (item),Common,Item,,2820,,,0
Ruby harvest mix,Common,Item,,2821,,,0
Ruby necklace,Uncommon,Item,,2822,Emir’s Dominion,,0
Ruby ring,Uncommon,Item,,2823,Emir’s Dominion,,0
Rum,Common,Item,,2824,,,0
Rune 2h sword,Rare,Item,,2825,Knights of Saradomin,,0
Rune arrow,Rare,Item,,2826,Jewel of Misthalin,,0
Rune arrow pack,Rare,Item,,2827,,,0
Rune arrowtips,Uncommon,Item,,2828,,,0
Rune axe,Rare,Item,,2829,,,0
Rune battleaxe,Rare,Item,,2830,Knights of Saradomin,,0
Rune boots,Rare,Item,,2831,,,0
Rune brutal,Rare,Item,,2832,,,0
Rune cane,Rare,Item,,2833,,,0
Rune cannonball,Rare,Item,,2834,,,0
Rune chainbody,Rare,Item,,2835,Jewel of Misthalin,,0
Rune claws,Rare,Item,,2836,The Concealed King,,0
Rune crossbow,Rare,Item,,2837,,,0
Rune dagger,Rare,Item,,2838,,,0
Rune dart,Rare,Item,,2839,,,0
Rune dart tip,Uncommon,Item,,2840,,,0
Rune defender ornament kit,Common,Item,,2841,,,0
Rune dragon mask,Common,Item,,2842,,,0
Rune essence,Common,Item,,2843,Mages of the Shore,,0
Rune felling axe,Rare,Item,,2844,,,0
Rune fire arrow,Uncommon,Item,,2845,,,0
Rune full helm,Rare,Item,,2846,Jewel of Misthalin,,0
Rune full helm (g),Rare,Item,,2847,,,0
Rune full helm (t),Rare,Item,,2848,,,0
Rune halberd,Rare,Item,,2849,,,0
Rune hasta,Rare,Item,,2850,,,0
Rune helm (h1),Rare,Item,,2851,,,0
Rune helm (h2),Rare,Item,,2852,,,0
Rune helm (h3),Rare,Item,,2853,,,0
Rune helm (h4),Rare,Item,,2854,,,0
Rune helm (h5),Rare,Item,,2855,,,0
Rune javelin,Rare,Item,,2856,Knights of Saradomin,,0
